#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Wed Sep 18 23:01:17 EDT 2019,17,17,Assignment1Suite,GetTest1+ SizeTest0+ SizeTest1+ , ,ClearTest0- ClearTest1- EverythingTest0- GetTest0- InsertTest0- InsertTest1- InsertTest2- InsertTest3- RemoveTest0- RemoveTest1- RemoveTest2- RemoveTest3- SizeTest2- SizeTest3- , ,
1,Wed Sep 18 23:01:32 EDT 2019,17,0,SizeTestSuite,GetTest1 SizeTest0 SizeTest1 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 SizeTest3 , ,
2,Wed Sep 18 23:01:33 EDT 2019,17,0,SizeTestSuite,GetTest1 SizeTest0 SizeTest1 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 SizeTest3 , ,
3,Wed Sep 18 23:01:34 EDT 2019,17,0,SizeTestSuite,GetTest1 SizeTest0 SizeTest1 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 SizeTest3 , ,
4,Wed Sep 18 23:01:51 EDT 2019,17,0,GetTestSuite,GetTest1 SizeTest0 SizeTest1 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 SizeTest3 , ,
5,Wed Sep 18 23:02:06 EDT 2019,17,0,EverythingTest0,GetTest1 SizeTest0 SizeTest1 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 SizeTest3 , ,
6,Wed Sep 18 23:02:21 EDT 2019,17,0,GetTestSuite,GetTest1 SizeTest0 SizeTest1 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 SizeTest3 , ,
7,Wed Sep 18 23:02:22 EDT 2019,17,0,GetTestSuite,GetTest1 SizeTest0 SizeTest1 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 SizeTest3 , ,
8,Wed Sep 18 23:03:43 EDT 2019,11,-6,Assignment1Suite,GetTest1 SizeTest0 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest1- SizeTest2 SizeTest3 , ,
9,Wed Sep 18 23:03:59 EDT 2019,11,0,Assignment1Suite,GetTest1 SizeTest0 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest1 SizeTest2 SizeTest3 , ,
10,Wed Sep 18 23:04:51 EDT 2019,17,6,Assignment1Suite,GetTest1 SizeTest0 SizeTest1+ , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 SizeTest3 , ,
11,Wed Sep 18 23:08:34 EDT 2019,17,0,Assignment1Suite,GetTest1 SizeTest0 SizeTest1 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 SizeTest3 , ,
12,Wed Sep 18 23:09:01 EDT 2019,17,0,Assignment1Suite,GetTest1 SizeTest0 SizeTest1 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 SizeTest3 , ,
