#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Sun Oct 20 14:10:00 EDT 2019,33,33,Assignment3Suite,BuildTest1+ BuildTest2+ BuildTest3+ InsertTest1+ InsertTest2+ InsertTest3+ , ,DelMinTest1- DelMinTest2- DelMinTest3- DelMinTest4- EverythingTest- GetMinTest1- GetMinTest2- GetMinTest3- SizeTest1- SizeTest2- SizeTest3- SizeTest4- , ,
1,Sun Oct 20 14:13:59 EDT 2019,38,5,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest3+ , ,DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 SizeTest1 SizeTest2 SizeTest4 , ,
2,Sun Oct 20 14:16:03 EDT 2019,38,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest3 , ,DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 SizeTest1 SizeTest2 SizeTest4 , ,
3,Sun Oct 20 14:17:57 EDT 2019,38,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest3 , ,DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 SizeTest1 SizeTest2 SizeTest4 , ,
4,Sun Oct 20 14:20:14 EDT 2019,38,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest3 , ,DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 SizeTest1 SizeTest2 SizeTest4 , ,
5,Sun Oct 20 14:22:59 EDT 2019,38,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest3 , ,DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 SizeTest1 SizeTest2 SizeTest4 , ,
6,Sun Oct 20 14:24:20 EDT 2019,38,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest3 , ,DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 SizeTest1 SizeTest2 SizeTest4 , ,
7,Sun Oct 20 14:24:52 EDT 2019,38,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest3 , ,DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 SizeTest1 SizeTest2 SizeTest4 , ,
8,Sun Oct 20 14:25:06 EDT 2019,38,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest3 , ,DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 SizeTest1 SizeTest2 SizeTest4 , ,
9,Sun Oct 20 14:25:22 EDT 2019,38,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest3 , ,DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 SizeTest1 SizeTest2 SizeTest4 , ,
10,Sun Oct 20 14:26:17 EDT 2019,33,-5,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 InsertTest1 InsertTest2 InsertTest3 , ,DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 SizeTest1 SizeTest2 SizeTest3- SizeTest4 , ,
11,Sun Oct 20 14:26:24 EDT 2019,33,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 InsertTest1 InsertTest2 InsertTest3 , ,DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,
12,Sun Oct 20 14:26:42 EDT 2019,38,5,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest3+ , ,DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 SizeTest1 SizeTest2 SizeTest4 , ,
13,Sun Oct 20 14:27:04 EDT 2019,0,-38,Assignment3Suite, , ,BuildTest1- BuildTest2- BuildTest3- DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1- InsertTest2- InsertTest3- SizeTest1 SizeTest2 SizeTest3- SizeTest4 , ,
14,Sun Oct 20 14:27:11 EDT 2019,16,16,Assignment3Suite,BuildTest1+ BuildTest2+ BuildTest3+ , ,DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,
