#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Mon Nov 04 18:11:38 EST 2019,32,32,Assignment4Suite,ContainsTest2+ EmptyTest0+ FindMinMaxTest0+ FindMinMaxTest2+ HeightTest+ InsertAfterRemoveTest0+ InsertTest5+ RemoveTest0+ SizeTest0+ SizeTest3+ , ,ContainsTest0- ContainsTest1- EmptyTest1- EmptyTest2- FindMinMaxTest1- InsertAfterRemoveTest1- InsertAfterRemoveTest2- InsertTest0- InsertTest1- InsertTest2- InsertTest3- InsertTest4- RemoveTest1- RemoveTest2- RemoveTest3- RemoveTest4- RemoveTest5- RemoveTest6- RemoveTest7- SizeTest1- SizeTest2- , ,
1,Mon Nov 04 18:13:45 EST 2019,32,0,Assignment4Suite,ContainsTest2 EmptyTest0 FindMinMaxTest0 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertTest5 RemoveTest0 SizeTest0 SizeTest3 , ,ContainsTest0 ContainsTest1 EmptyTest1 EmptyTest2 FindMinMaxTest1 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 SizeTest2 , ,
2,Mon Nov 04 18:15:06 EST 2019,32,0,Assignment4Suite,ContainsTest2 EmptyTest0 FindMinMaxTest0 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertTest5 RemoveTest0 SizeTest0 SizeTest3 , ,ContainsTest0 ContainsTest1 EmptyTest1 EmptyTest2 FindMinMaxTest1 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 SizeTest2 , ,
3,Mon Nov 04 18:19:25 EST 2019,32,0,Assignment4Suite,ContainsTest2 EmptyTest0 FindMinMaxTest0 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertTest5 RemoveTest0 SizeTest0 SizeTest3 , ,ContainsTest0 ContainsTest1 EmptyTest1 EmptyTest2 FindMinMaxTest1 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 SizeTest2 , ,
4,Mon Nov 04 18:24:43 EST 2019,32,0,Assignment4Suite,ContainsTest2 EmptyTest0 FindMinMaxTest0 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertTest5 RemoveTest0 SizeTest0 SizeTest3 , ,ContainsTest0 ContainsTest1 EmptyTest1 EmptyTest2 FindMinMaxTest1 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 SizeTest2 , ,
5,Mon Nov 04 18:33:43 EST 2019,25,-7,Assignment4Suite,ContainsTest2 EmptyTest0 FindMinMaxTest0 FindMinMaxTest2 InsertAfterRemoveTest0 RemoveTest0 SizeTest0 SizeTest3 , ,ContainsTest0 ContainsTest1 EmptyTest1 EmptyTest2 FindMinMaxTest1 HeightTest- InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5- RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 SizeTest2 , ,
6,Mon Nov 04 18:34:11 EST 2019,29,4,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1+ FindMinMaxTest0 FindMinMaxTest2 InsertAfterRemoveTest0 RemoveTest0 SizeTest0 SizeTest3 , ,ContainsTest0 ContainsTest1 EmptyTest2 FindMinMaxTest1 HeightTest InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 SizeTest2 , ,
7,Mon Nov 04 18:35:23 EST 2019,29,0,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1 FindMinMaxTest0 FindMinMaxTest2 InsertAfterRemoveTest0 RemoveTest0 SizeTest0 SizeTest3 , ,ContainsTest0 ContainsTest1 EmptyTest2 FindMinMaxTest1 HeightTest InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 SizeTest2 , ,
8,Mon Nov 04 18:39:55 EST 2019,29,0,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1 FindMinMaxTest0 FindMinMaxTest2 InsertAfterRemoveTest0 RemoveTest0 SizeTest0 SizeTest3 , ,ContainsTest0 ContainsTest1 EmptyTest2 FindMinMaxTest1 HeightTest InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 SizeTest2 , ,
9,Mon Nov 04 18:43:12 EST 2019,29,0,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1 FindMinMaxTest0 FindMinMaxTest2 InsertAfterRemoveTest0 RemoveTest0 SizeTest0 SizeTest3 , ,ContainsTest0 ContainsTest1 EmptyTest2 FindMinMaxTest1 HeightTest InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 SizeTest2 , ,
10,Mon Nov 04 18:48:18 EST 2019,29,0,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1 FindMinMaxTest0 FindMinMaxTest2 InsertAfterRemoveTest0 RemoveTest0 SizeTest0 SizeTest3 , ,ContainsTest0 ContainsTest1 EmptyTest2 FindMinMaxTest1 HeightTest InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 SizeTest2 , ,
11,Mon Nov 04 18:51:14 EST 2019,29,0,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1 FindMinMaxTest0 FindMinMaxTest2 InsertAfterRemoveTest0 RemoveTest0 SizeTest0 SizeTest3 , ,ContainsTest0 ContainsTest1 EmptyTest2 FindMinMaxTest1 HeightTest InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 SizeTest2 , ,
12,Mon Nov 04 18:52:26 EST 2019,29,0,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1 FindMinMaxTest0 FindMinMaxTest2 InsertAfterRemoveTest0 RemoveTest0 SizeTest0 SizeTest3 , ,ContainsTest0 ContainsTest1 EmptyTest2 FindMinMaxTest1 HeightTest InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 SizeTest2 , ,
13,Mon Nov 04 18:53:13 EST 2019,29,0,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1 FindMinMaxTest0 FindMinMaxTest2 InsertAfterRemoveTest0 RemoveTest0 SizeTest0 SizeTest3 , ,ContainsTest0 ContainsTest1 EmptyTest2 FindMinMaxTest1 HeightTest InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 SizeTest2 , ,
14,Mon Nov 04 18:55:09 EST 2019,100,71,Assignment4Suite,ContainsTest0+ ContainsTest1+ ContainsTest2 EmptyTest0 EmptyTest1 EmptyTest2+ FindMinMaxTest0 FindMinMaxTest1+ FindMinMaxTest2 HeightTest+ InsertAfterRemoveTest0 InsertAfterRemoveTest1+ InsertAfterRemoveTest2+ InsertTest0+ InsertTest1+ InsertTest2+ InsertTest3+ InsertTest4+ InsertTest5+ RemoveTest0 RemoveTest1+ RemoveTest2+ RemoveTest3+ RemoveTest4+ RemoveTest5+ RemoveTest6+ RemoveTest7+ SizeTest0 SizeTest1+ SizeTest2+ SizeTest3 , , , ,
15,Mon Nov 04 19:00:07 EST 2019,100,0,Assignment4Suite,ContainsTest0 ContainsTest1 ContainsTest2 EmptyTest0 EmptyTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , , , ,
